"activity_period","operating_airline","operating_airline_iata_code","published_airline","published_airline_iata_code","geo_summary","geo_region","landing_aircraft_type","aircraft_body_type","aircraft_manufacturer","aircraft_model","aircraft_version","landing_count","total_landed_weight"
202007,"Sun Country Airlines","SY","Sun Country Airlines","SY","Domestic","US","Passenger","Narrow Body","Boeing","B738","-",35,5120500
202007,"Southwest Airlines","WN","Southwest Airlines","WN","Domestic","US","Passenger","Narrow Body","Boeing","B738","-",157,22608000
202007,"Southwest Airlines","WN","Southwest Airlines","WN","Domestic","US","Passenger","Narrow Body","Boeing","B737","-",622,79616000
202007,"SkyWest Airlines","OO","United Airlines","UA","Domestic","US","Passenger","Regional Jet","Embraer","E175","-",979,73382903
202007,"SkyWest Airlines","OO","Delta Air Lines","DL","Domestic","US","Passenger","Regional Jet","Embraer","E175","-",61,4572377
202007,"SkyWest Airlines","OO","Alaska Airlines","AS","Domestic","US","Passenger","Regional Jet","Embraer","E175","-",749,56142793
202007,"SkyWest Airlines","OO","United Airlines","UA","Domestic","US","Passenger","Regional Jet","Bombardier","CRJ7","-",101,6767000
202007,"SkyWest Airlines","OO","American Airlines","AA","Domestic","US","Passenger","Regional Jet","Bombardier","CRJ7","-",43,2881000
202007,"SkyWest Airlines","OO","United Airlines","UA","Domestic","US","Passenger","Regional Jet","Bombardier","CRJ2","-",526,24722000
202007,"SkyWest Airlines","OO","United Airlines","UA","Domestic","US","Passenger","Regional Jet","Bombardier","CRJ1","-",1,47000
202007,"SAS Airlines","SK","SAS Airlines","SK","International","Europe","Passenger","Wide Body","Airbus","A333","-",9,3701558
202007,"Philippine Airlines","PR","Philippine Airlines","PR","International","Asia","Passenger","Wide Body","Boeing","B773","-",9,4986000
202007,"Lufthansa German Airlines","LH","Lufthansa German Airlines","LH","International","Europe","Passenger","Wide Body","Airbus","A359","-",13,5932641
202007,"Korean Air Lines","KE","Korean Air Lines","KE","International","Asia","Passenger","Wide Body","Boeing","B789","-",23,9775000
202007,"Korean Air Lines","KE","Korean Air Lines","KE","International","Asia","Freighter","Wide Body","Boeing","B748","-",22,16786000
202007,"Kalitta Air","K4","Kalitta Air","K4","Domestic","US","Freighter","Wide Body","Boeing","B763","-",50,16300000
202007,"KLM Royal Dutch Airlines","KL","KLM Royal Dutch Airlines","KL","International","Europe","Passenger","Wide Body","Boeing","B772","-",11,5170000
202007,"JetBlue Airways","B6","JetBlue Airways","B6","Domestic","US","Passenger","Narrow Body","Airbus","A321","-",258,44252160
202007,"Japan Airlines","JL","Japan Airlines","JL","International","Asia","Passenger","Wide Body","Boeing","B789","-",31,13175000
202007,"Horizon Air","QX","Alaska Airlines","AS","Domestic","US","Passenger","Regional Jet","Embraer","E175","-",216,16190712
202007,"Hawaiian Airlines","HA","Hawaiian Airlines","HA","Domestic","US","Passenger","Wide Body","Airbus","A332","-",30,12037230
202007,"Frontier Airlines","F9","Frontier Airlines","F9","Domestic","US","Passenger","Narrow Body","Airbus","A321","-",13,2229760
202007,"Frontier Airlines","F9","Frontier Airlines","F9","Domestic","US","Passenger","Narrow Body","Airbus","A320","-",25,3558257
202007,"Frontier Airlines","F9","Frontier Airlines","F9","Domestic","US","Passenger","Narrow Body","Airbus","A320","-",37,5491066
202007,"Federal Express","FX","Federal Express","FX","Domestic","US","Freighter","Wide Body","Boeing","B763","-",42,13692000
202007,"Federal Express","FX","Federal Express","FX","Domestic","US","Freighter","Wide Body","Airbus","A306","-",1,308600
202007,"EVA Airways","BR","EVA Airways","BR","International","Asia","Passenger","Wide Body","Boeing","B773","-",49,27146000
202007,"Delta Air Lines","DL","Delta Air Lines","DL","Domestic","US","Passenger","Narrow Body","Bombardier","BCS1","-",198,22176000
202007,"Delta Air Lines","DL","Delta Air Lines","DL","Domestic","US","Passenger","Wide Body","Boeing","B763","-",1,320000
202007,"Delta Air Lines","DL","Delta Air Lines","DL","Domestic","US","Passenger","Narrow Body","Boeing","B753","-",1,224000
202007,"Delta Air Lines","DL","Delta Air Lines","DL","Domestic","US","Passenger","Narrow Body","Boeing","B752","-",73,14454000
202007,"Delta Air Lines","DL","Delta Air Lines","DL","Domestic","US","Passenger","Narrow Body","Boeing","B739","-",240,37752000
202007,"Delta Air Lines","DL","Delta Air Lines","DL","Domestic","US","Passenger","Narrow Body","Boeing","B738","-",34,4974200
202007,"Delta Air Lines","DL","Delta Air Lines","DL","Domestic","US","Passenger","Narrow Body","Airbus","A319","-",2,268964
202007,"China Southern","CZ","China Southern","CZ","International","Asia","Passenger","Wide Body","Boeing","B789","-",9,3825000
202007,"China Southern","CZ","China Southern","CZ","International","Asia","Passenger","Wide Body","Airbus","A333","-",5,2039275
202007,"China Eastern","MU","China Eastern","MU","International","Asia","Passenger","Wide Body","Airbus","A332","-",6,2380992
202007,"China Airlines","CI","China Airlines","CI","International","Asia","Passenger","Wide Body","Boeing","B773","-",33,18282000
202007,"China Airlines","CI","China Airlines","CI","International","Asia","Freighter","Wide Body","Boeing","B744","-",19,12654000
202007,"China Airlines","CI","China Airlines","CI","International","Asia","Passenger","Wide Body","Airbus","A359","-",1,456357
202007,"Cathay Pacific","CX","Cathay Pacific","CX","International","Asia","Passenger","Wide Body","Airbus","A359","-",2,912714
202007,"Cathay Pacific","CX","Cathay Pacific","CX","International","Asia","Passenger","Wide Body","Airbus","A350","-",11,5723190
202007,"British Airways","BA","British Airways","BA","International","Europe","Passenger","Wide Body","Boeing","B789","-",30,12750000
202007,"Atlas Air, Inc","5Y","Atlas Air, Inc","5Y","Domestic","US","Freighter","Wide Body","Boeing","B744","-",16,10502000
202007,"Asiana Airlines","OZ","Asiana Airlines","OZ","International","Asia","Freighter","Wide Body","Boeing","B744","-",18,11848000
202007,"Asiana Airlines","OZ","Asiana Airlines","OZ","International","Asia","Passenger","Wide Body","Airbus","A359","-",17,7683116
202007,"American Airlines","AA","American Airlines","AA","Domestic","US","Passenger","Narrow Body","Boeing","B738","-",118,16992000
202007,"American Airlines","AA","American Airlines","AA","Domestic","US","Passenger","Narrow Body","Airbus","A321","-",415,71175606
202007,"American Airlines","AA","American Airlines","AA","Domestic","US","Passenger","Narrow Body","Airbus","A320","-",13,1791257
202007,"All Nippon Airways","NH","All Nippon Airways","NH","International","Asia","Passenger","Wide Body","Boeing","B773","-",22,12188000
202007,"Alaska Airlines","AS","Alaska Airlines","AS","International","Mexico","Passenger","Narrow Body","Boeing","B739","-",4,629200
202007,"Alaska Airlines","AS","Alaska Airlines","AS","Domestic","US","Passenger","Narrow Body","Boeing","B739","-",56,8808800
202007,"Alaska Airlines","AS","Alaska Airlines","AS","Domestic","US","Passenger","Narrow Body","Boeing","B738","-",2,288000
202007,"Alaska Airlines","AS","Alaska Airlines","AS","International","US","Passenger","Narrow Body","Airbus","A321","-",56,9777936
202007,"Alaska Airlines","AS","Alaska Airlines","AS","Domestic","US","Passenger","Narrow Body","Airbus","A320","-",37,5271247
202007,"Air Transport International, Inc.","8C","Air Transport International, Inc.","8C","Domestic","US","Freighter","Wide Body","Boeing","B763","-",31,10068000
202007,"Air Transport International, Inc.","8C","Air Transport International, Inc.","8C","Domestic","US","Freighter","Wide Body","Boeing","B762","-",27,7641000
202007,"Air New Zealand","NZ","Air New Zealand","NZ","International","Australia / Oceania","Passenger","Wide Body","Boeing","B789","-",17,7225000
202007,"Air India Limited","AI","Air India Limited","AI","International","Asia","Passenger","Wide Body","Boeing","B773","-",3,1662000
202007,"Air India Limited","AI","Air India Limited","AI","International","Asia","Passenger","Wide Body","Boeing","B772","-",17,8364000
202007,"Air France","AF","Air France","AF","International","Europe","Passenger","Wide Body","Boeing","B773","-",11,6094000
202007,"Air China","CA","Air China","CA","International","Asia","Passenger","Wide Body","Boeing","B773","-",9,4986000
202006,"EVA Airways","BR","EVA Airways","BR","International","Asia","Passenger","Wide Body","Boeing","B773","-",50,27700000
202006,"United Airlines","UA","United Airlines","UA","Domestic","US","Passenger","Wide Body","Boeing","B78X","-",22,9790000
202006,"United Airlines","UA","United Airlines","UA","International","Europe","Passenger","Wide Body","Boeing","B789","-",12,5100000
202006,"United Airlines","UA","United Airlines","UA","International","Australia / Oceania","Passenger","Wide Body","Boeing","B789","-",30,12750000
202006,"United Airlines","UA","United Airlines","UA","International","Asia","Passenger","Wide Body","Boeing","B789","-",56,23800000
202006,"United Airlines","UA","United Airlines","UA","Domestic","US","Passenger","Wide Body","Boeing","B789","-",24,10200000
202006,"United Airlines","UA","United Airlines","UA","International","Asia","Passenger","Wide Body","Boeing","B788","-",26,9880000
202006,"United Airlines","UA","United Airlines","UA","Domestic","US","Passenger","Wide Body","Boeing","B788","-",32,12160000
202006,"United Airlines","UA","United Airlines","UA","International","Australia / Oceania","Passenger","Wide Body","Boeing","B773","-",5,2770000
202006,"United Airlines","UA","United Airlines","UA","International","Asia","Passenger","Wide Body","Boeing","B773","-",22,12188000
202006,"United Airlines","UA","United Airlines","UA","Domestic","US","Passenger","Wide Body","Boeing","B773","-",7,3878000
202006,"United Airlines","UA","United Airlines","UA","Domestic","US","Passenger","Wide Body","Boeing","B772","-",35,15575000
202006,"United Airlines","UA","United Airlines","UA","Domestic","US","Passenger","Wide Body","Boeing","B763","-",16,5120000
202006,"United Airlines","UA","United Airlines","UA","Domestic","US","Passenger","Narrow Body","Boeing","B753","-",14,3136000
202006,"United Airlines","UA","United Airlines","UA","Domestic","US","Passenger","Narrow Body","Boeing","B752","-",48,9504000
202006,"United Airlines","UA","United Airlines","UA","Domestic","US","Passenger","Narrow Body","Boeing","B739","-",118,18561400
202006,"United Airlines","UA","United Airlines","UA","Domestic","US","Passenger","Narrow Body","Boeing","B738","-",48,7022400
202006,"United Airlines","UA","United Airlines","UA","Domestic","US","Passenger","Narrow Body","Boeing","B738","-",6,877800
202006,"United Airlines","UA","United Airlines","UA","Domestic","US","Passenger","Narrow Body","Boeing","B737","-",5,646000
202006,"United Airlines","UA","United Airlines","UA","Domestic","US","Passenger","Narrow Body","Airbus","A320","-",134,19032487
202006,"United Airlines","UA","United Airlines","UA","Domestic","US","Passenger","Narrow Body","Airbus","A319","-",159,21805934
202006,"Swissport USA","","Swissport USA","","International","Asia","Passenger","Wide Body","Boeing","B78X","-",1,445000
202006,"Sun Country Airlines","SY","Sun Country Airlines","SY","Domestic","US","Passenger","Narrow Body","Boeing","B738","-",21,3072000
202006,"Southwest Airlines","WN","Southwest Airlines","WN","Domestic","US","Passenger","Narrow Body","Boeing","B738","-",310,44640000
202006,"Southwest Airlines","WN","Southwest Airlines","WN","Domestic","US","Passenger","Narrow Body","Boeing","B737","-",317,40576000
202006,"SkyWest Airlines","OO","United Airlines","UA","Domestic","US","Passenger","Regional Jet","Embraer","E175","-",653,48946921
202006,"SkyWest Airlines","OO","Delta Air Lines","DL","Domestic","US","Passenger","Regional Jet","Embraer","E175","-",28,2098796
202006,"SkyWest Airlines","OO","Alaska Airlines","AS","Domestic","US","Passenger","Regional Jet","Embraer","E175","-",408,30582456
202006,"SkyWest Airlines","OO","United Airlines","UA","Domestic","US","Passenger","Regional Jet","Bombardier","CRJ7","-",141,9447000
202006,"SkyWest Airlines","OO","United Airlines","UA","Domestic","US","Passenger","Regional Jet","Bombardier","CRJ2","-",381,17907000
202006,"Philippine Airlines","PR","Philippine Airlines","PR","International","Asia","Passenger","Wide Body","Boeing","B773","-",6,3324000
202006,"Lufthansa German Airlines","LH","Lufthansa German Airlines","LH","International","Europe","Passenger","Wide Body","Airbus","A359","-",4,1825428
202006,"Korean Air Lines","KE","Korean Air Lines","KE","International","Asia","Passenger","Wide Body","Boeing","B789","-",21,8925000
202006,"Korean Air Lines","KE","Korean Air Lines","KE","International","Asia","Freighter","Wide Body","Boeing","B772","-",1,575000
202006,"Korean Air Lines","KE","Korean Air Lines","KE","International","Asia","Freighter","Wide Body","Boeing","B748","-",20,15260000
202006,"Korean Air Lines","KE","Korean Air Lines","KE","International","Asia","Freighter","Wide Body","Boeing","B744","-",1,653000
202006,"Kalitta Air","K4","Kalitta Air","K4","Domestic","US","Freighter","Wide Body","Boeing","B763","-",48,15648000
202006,"JetBlue Airways","B6","JetBlue Airways","B6","Domestic","US","Passenger","Narrow Body","Airbus","A321","-",126,21611520
202006,"Japan Airlines","JL","Japan Airlines","JL","International","Asia","Passenger","Wide Body","Boeing","B789","-",30,12750000
202006,"Japan Airlines","JL","Japan Airlines","JL","International","Asia","Passenger","Wide Body","Boeing","B772","-",1,470000
202006,"Horizon Air","QX","Alaska Airlines","AS","Domestic","US","Passenger","Regional Jet","Embraer","E175","-",284,21287788
202006,"Hawaiian Airlines","HA","Hawaiian Airlines","HA","Domestic","US","Passenger","Wide Body","Airbus","A332","-",30,12037230
202006,"Frontier Airlines","F9","Frontier Airlines","F9","Domestic","US","Passenger","Narrow Body","Airbus","A320","-",6,853188
202006,"Frontier Airlines","F9","Frontier Airlines","F9","Domestic","US","Passenger","Narrow Body","Airbus","A320","-",49,7281008
